objectid,code,X,Y
661,114BSS,195500.256000001,400926.807999998
662,114DYK,194601.414000001,402834.035
663,280B,176578.463,380279.732999999
664,107GBA,180675.647,401086.357999999
665,112ETS,195806.329999998,403628.280000001
666,EKW11,196928.153099999,403472.828499999
667,108A24,190305.000100002,405583.967399999
668,261BG,181185.495000001,384603.743000001
669,238B,169511.116,399720.105
670,107HDB,181655.813000001,404969.693999998
671,113MOL,198611.859999999,400541.077
672,108STA,187282.1252,406449.2542
673,104BEA,162753.225000002,424047.138
674,118HBG,136311.719000001,413802.886999998
675,118HBS,135973.772,413691.045000002
676,118ZDK,135237.877999999,414017.600000002
677,118KLN,135855.760000002,414063.978
678,118UB,140483.991,413450.695999999
679,118DL,138836.452,414959.704
680,104OYE,163696.374000002,422936.513
681,118AST,134743.192000002,412856.228999998
682,118OMW,133958.307,413341.914999999
683,118NLW,136461.403000001,411858.620999999
684,AKW762CV1B,152820.912999999,418371.447999999
685,AKW762CV2,152824.539999999,418373.500999998
588,117MRG,144861.516600002,411640.495000001
589,267PVB,176329.557,386690.101
590,HKW2d,141049.674699999,415225.257800002
591,HKW2e,141050.622699998,415226.905699998
592,261WPD,180768.899999999,390075.568999998
593,HKW2f,141051.426800001,415228.610100001
594,261L,185826.489999998,390188.708000001
595,280BE,176687.800000001,378805.888999999
596,280RKW,176764.493999999,381097.035999998
597,117MTT,144860.5101,411640.1963
598,294KDN,179740.842,373866.583999999
599,117VEN,143451.8334,410948.9362
600,292KSB,183625.289000001,374796.102000002
601,110BCS,194626.4542,406645.078699999
602,292KEW,181535.056000002,375617.767999999
603,292KHW,181599.124000002,375902.892000001
604,292OSW,182142.265000001,373055.105
605,320SML,192065.138999999,378669.824999999
606,102CLS,153039.103,415156.868999999
607,275H,185500.895,379696.980999999
608,251HHD,186967.000999998,393089.024
609,251LDP,181088.212000001,394996.577
610,251CO,183119.355999999,395324.567000002
611,234GST,171659.184,387553.215
612,204CJ,161524.565000001,412294.813000001
613,234VMW,170986.232999999,387293.633000001
614,234VLW,170970.811000001,387314.778000001
615,234VAM,170986.463,387293.348000001
616,234GSS,171659.638999999,387552.952
617,234VLA,171613.693999998,387580.127
618,261VGD,187556.0295,383886.9287
619,117RDF,144815.670200001,410629.604699999
620,AKW919a,140073.716699999,417050.069699999
621,253V,186969.977000002,393069.670000002
622,117RUI,144815.9824,410631.081900001
623,HKW2c,141056.739599999,415225.964299999
624,HKW2b,141055.862100001,415224.2579
625,204HBB,166652.600000001,413032.354699999
626,204N,168040.131999999,411506.82
627,204EB,165742.362,414482.722800002
628,211K,170227.692000002,405041.260000002
629,254B,171076.013999999,396149.783
630,211JID,173631.800000001,408047.212000001
631,248B,173893.350000001,399373.813000001
632,267DML,176916.18,386680.083999999
633,267RIV,176494.217999998,386697.289999999
634,114VLD,186582.906,398404.938999999
635,205MLH,157650.639800001,407800.660799999
636,267RSN,177134.671999998,386795.208999999
637,267VST,176639.868000001,386703.578000002
638,275BHW,178274.070999999,383566.008000001
639,108MDS,188393.960000001,412359.054000001
640,267DRW,176397.899,385297.842999998
641,211MK,176746.840100002,402028.916700002
642,203MLN,156920.452,407394.875
643,117KVL,146140.045000002,414520.238000002
644,205BSR,153160.239,411248.289999999
645,202HML,152429.164999999,411694.372000001
646,AKW61,193531.8763,411025.8046
647,AKW274,179253.480599999,419201.4969
648,AKW121,190767.896000002,414290.193
649,AKW130,189884.630100001,414765.445300002
650,108VKW,187487.333999999,408124.631000001
651,203H,156178.305,407620.316
652,232AA,167281.6446,401319.02
686,AKW762CV1A,152800.544,418359.026000001
687,V1KW13HV2,147989.620999999,409250.673
688,V1KW73HV1,142213.890000001,408941.989
689,V1KW38HV1,145727.109000001,408840.366
690,V1KW38HV2,145728.879999999,408839.916000001
691,253VEN,179998.872000001,391665.552000001
692,251CBA,176117.743000001,397328.980999999
693,234SLO,172104.550000001,387853.138999999
694,201WMB,153302.504999999,411663.116999999
695,253HEN,182763.151999999,391714.620000001
696,108HDS,178922.077,419053.954999998
697,253HTN,182597.184,391803.362
698,204FH,167938.692000002,410574.710999999
699,261HAL,188745.395,383595.094000001
700,261BBM,176084.447000001,389960.923
701,248HA,176633.487,399513.945
702,253HAG,182797.868999999,391680.177999999
703,211MHS,172922.932,405361.502999999
704,234GF,172168.701000001,382705.234000001
705,119MDW,151520.452,409892.414000001
706,253OA,182525.092,391832.892000001
707,234SLE,171810.1512,387706.125500001
708,253BIE,174638.907000002,394363.929000001
709,253GRO,176366.026999999,392918.193999998
710,205HAF,158177.842999998,407426.077
711,234VOO,172402.552999999,382928.487
712,201DDK,176345.399,383551.352000002
713,234VRT,172479.725000001,382893.796999998
714,102BRS,150218.278000001,413022.662
715,AKW1004HV1,133348.085000001,413863.324000001
716,205BBN,153318.153000001,411951.418000002
717,204BG,159665.955400001,409793.984099999
718,102SVR,147443.932,416424.901999999
719,217KDY,160633.344999999,405850.276000001
720,204LEI,167432.215999998,413018.831999999
791,234HRD,169539.014600001,393407.436500002
792,117LS,146554.728999998,409877.306000002
793,118CL,139349.686999999,416140.646000002
794,118EWB,136269.07,410433.714000002
795,118GN,139563.852000002,410152.804000001
796,118HY,141726.443,412188.146000002
797,118UN,137815.324000001,409732.217
798,211BMD,168871.850900002,407552.616799999
799,211DRF,158702.077300001,408532.464000002
800,211MW,176941.554000001,403239.721000001
801,234FA,174003.477000002,385044.127
802,101BOS,157055.857999999,423363.162999999
803,102BFS,152847.509,418076.68
804,103HOE,152859.778999999,418072.614
805,103ZZA,160971.791000001,420872.324000001
806,104CX,173979.481199998,422352.031300001
807,104CY,162677.552000001,422276.298
808,104N,169440.197999999,421919.120999999
809,104NA,168713.102000002,424456.478
810,117LK,146928.961100001,409207.864399999
811,118AVA,136034.114,415562.162000001
812,118ESB,139428.982000001,409768.202
813,118UK,137769.441,409162.338
814,118EO,137849.664999999,409688.649999999
815,117NS,142196.831,414258.611000001
816,101AUS,160000.943999998,421391.975000002
817,101BZS,155863.585000001,419426.620000001
818,101CTS,154093.653999999,421863.265000001
819,101ITW,161938.272999998,423564.838
820,103BIC,163282.636999998,422546.498
821,103BIE,160975.295000002,420864.353
822,103DRI,161844.794,420646.820999999
823,103DVI,161357.432,420159.011999998
824,103KSS,160637.693999998,420331.434999999
825,103LGZ,157368.190000001,417492.028999999
826,104LA,168310.723000001,421572.015000001
827,103BIF,164548.162999999,421884.833999999
828,103DV,161183.721000001,419651.191
829,103DX,160363.745999999,419464.254000001
721,261BLW,187257.291000001,381888.903000001
722,261LGD,188118.893300001,381737.1028
723,234FB,174853.688999999,384852.800000001
724,230A,166374.067000002,401502.381000001
725,292A,180034.245999999,375060.230999999
726,105PET,176509.493000001,414183.657000002
727,104FGV,171079.682,417303.078000002
728,211MLD,178787.531,401275.149
729,109VES,191572.037,414180.671999998
730,103KZI,158183.247000001,419542.052999999
731,101BYS,156886.875,420206.590999998
732,103KYS,158406.078000002,418762.228999998
733,104FQS,161824.504000001,423731.059999999
734,104VLI,162129.105999999,425534.034000002
735,101ALS,160811.162999999,421291.18
736,101ARS,158796.598999999,421589.116
737,101B2,155732.763999999,423372.171999998
738,101BMS,157357.339000002,423816.081999999
739,103ATS,154294.375,416755.388999999
740,103BBT,154222.471999999,416712.366
741,103KFS,159364.111000001,417836.526000001
742,103VWS,160293.800999999,420001.859999999
743,104AC1,167131.252,424337.028999999
744,104GU,168209.181000002,423655.649
745,104STA,164149.658,423154.596000001
746,101AGS,160213.192000002,421855.142999999
747,118HF,139630.063999999,412684.202
748,101AWZ,159136.364999998,420096.780000001
749,118AS,134762.030999999,412653.289000001
750,104CU,163241.908799998,422574.2564
751,118AQ,135514.462000001,412151.602000002
752,118AYS,134814.370999999,414632.554000001
753,118DR,138749.471999999,413359.620999999
754,118EDD,136208.688999999,410673.133000001
755,118GC,139472.295000002,409388.596000001
756,118HA,140350.465999998,411654.656
757,117NQ,142403.535999998,414659.721999999
758,118ABS,137961.818999998,412194.513999999
759,118AQB,136067.311000001,412059.669
760,110HAA,191929.844000001,410244.785999998
761,116GSW,147267.923,413874.879799999
762,217EE,168048.434,398893.888
763,205BER,153422.924400002,412076.321199998
764,108EH,187835.182,405471.213
765,EKW1C,197552.532000002,402605.136999998
766,234PRE,171980.561999999,389552.949000001
767,114DMW,188282.6631,401821.335999999
768,108GO,188067.784000002,409399.127999999
769,110CCU,188584.447000001,403108.188000001
770,102CTS,150347.342999998,415231.638
771,108KLF,182623.7535,405990.671100002
772,118CH,139134.905999999,413742.697999999
773,118CLA,139830.467999998,416063.511999998
774,118DD,140779.362,414938.976
775,118DG,140308.026000001,414567.556000002
776,118ED,136182.188999999,409574.118000001
777,118EV,137296.543000001,409788.938000001
778,118GW,140120.381999999,411583.324999999
779,118HD,140108.666000001,412516.583999999
780,117VDF,143831.750700001,410907.106800001
781,103DVK,161734.271000002,420367.449000001
782,118KU,141299.662999999,413844.684999999
783,103MIK,162564.978999998,421011.486900002
784,101BXS,156604.789999999,422266.681000002
785,103AAS,156966.484000001,417580.418000002
786,103BIM,163975.925999999,421464.699000001
787,103KQZ,158939.901999999,418744.577
788,103KRS,160747.452,420757.443999998
789,103ST1,161864.043000001,420646.506999999
790,104CR,163479.3499,422820.121300001
907,103LCZ,157157.028999999,417900.557
908,118HMA,141293.427000001,412061.465999998
909,101AHS,161234.636,422411.390000001
910,104LN,169461.818,424300.813000001
911,234GC,173130.212000001,383936.951000001
912,234BDA,170873.846999999,386685.456700001
913,103ASS,154511.93,416207.375999998
914,234SLA,171139.7848,387383.1448
915,234SCH,171932.515999999,387766.374000002
916,205KSL,158639.960999999,407314.103999998
917,253HEK,182722.206999999,391724.767000001
918,103KTG,161315.48,418654.281
919,104STB,168222.010000002,423978.353500001
920,253HKR,182613.293000001,391788.818
921,248HB,176750.929000001,399502.427999999
922,117MKA,145581.164000001,412373.133000001
923,103LGA,157414.842,417392.574999999
924,104AF,167894.0647,422837.070300002
925,104CA,162615.491799999,425717.558499999
926,103DV3,161798.68,419598.625999998
927,101AQS,158302.927999999,423049.022999998
928,104CT,167884.373500001,422823.907200001
929,234WKW,169977.6226,392469.800099999
930,103KTS,164855.136,422193.559
931,205KNL,158208.548999999,407410.024
932,234HOR,171990.241,387793.513999999
933,118AYA,135319.022,415134.684
934,234BMS,173144.127900001,386611.691199999
935,205HFS,158183.214000002,407445.465
936,103KRV,163157.399,422474.177000001
937,234GE,172272.313999999,382830.800999999
938,234SLG,171841.989100002,387722.351599999
939,103KUS,158787.278999999,417863.588
940,101APS,158078.971000001,423508.848000001
941,114RDF,191935.886,399653.748
942,253KAA,182975.322999999,391655.103
943,234BSS,173234.765799999,386559.0779
944,114OLD,191962.149999999,399869.57
830,103KTZ,159743.668000001,419609.798
831,103LTS,157574.550000001,417069.248
832,104AA,168419.077,422116.745000001
833,104ASZ,166679.409000002,423290.727000002
834,104B,170091.752999999,421879.732000001
835,104MSB,166351.028000001,422907.765999999
836,102RMD,152581.443999998,418065.440000001
837,104LPS,173178.545000002,422976.614999998
838,104MGT,171919.419,421173.175000001
839,104AD,166676.796,423291.480999999
840,104FTW,174339.820999999,420159.960000001
841,103KSJ,159988.111000001,420225.197000001
842,117NK,142397.574999999,416259.603999998
843,117VD,144211.318999998,409368.611000001
844,118CE,139579.416999999,413311.359000001
845,118CSA,138783.971000001,416263.243999999
846,118KF,141635.732000001,412468.565000001
847,118UU,143211.988000002,412430.789000001
848,118AK,135070.5502,413273.563000001
849,118CC,140431.978999998,413911.543000001
850,118CX,138059.179000001,415412.353999998
851,118DT,137833.938000001,413618.427000001
852,118KD,142365.789099999,412636.7509
853,118US,140958.197000001,411856.673
854,103BII,164077.5326,421668.181200001
855,118GTS,136230.789999999,415677.727000002
856,118HGP,141294.197000001,412061.653000001
857,118HDW,137746.537,414026.539000001
858,118ABT,137949.059999999,412177.747000001
859,118GRS,135838.936000001,415425.906
860,118KSA,142379.307999998,413856.568
861,104ICU,162596.799899999,423638.146200001
862,104HRS,168308.335999999,421570.923
863,104BRS,170457.932999998,422729.668000001
864,104DPW,169348.122000001,423966.879000001
865,118OVL,136231.592999998,410744.024
866,104G2,169244.684999999,421516.804000001
867,103VOO,162422.941,420715.635000002
868,103FOR,162312.976,420638.875999998
869,103KZA,158185.892000001,419516.916999999
870,103KPS,158612.774999999,418256.311999999
871,118ADAS,136766.809999999,412212.208999999
872,101AOS,159758.420000002,423045.545000002
873,101B1,155458.410999998,423453.920000002
874,101CXS,154147.397,421491.215
875,101CYS,153721.427000001,420232.693999998
876,102CDS,152580.362,418067.419
877,101BPS,157556.171,422252.517000001
878,101CMS,154064.188000001,422162.092
879,103AKS,155726.752999999,417262.215
880,103BIA,164063.316,421853.272999998
881,104FVW,174143.416999999,420123.706
882,104Z,171103.022999998,424753.934999999
883,101ASS,158401.987,420430.833000001
884,101AYS,157513.923999999,419854.039999999
885,101COS,156013.739999998,422691.679000001
886,103DR3,160461.453899998,420599.336800002
887,103KAS,161049.122000001,418531.778000001
888,103KMS,160728.013,418807.772
889,104AC2,167347.449700002,424326.914999999
890,104AX,166719.866,423753.392999999
891,101BQS,156917.491,423270.805
892,103AGS,155953.572000001,416583.013
893,103LSA,157596.202,417014.686000001
894,117NSK,141423.368000001,414116.041000001
895,117MW,142270.960000001,414272.965399999
896,118EDG,135853.408,411209.096999999
897,118EWF,135886.228,411224.184
898,118KK,141501.592,413038.412000001
899,118UD,140461.405999999,416613.109999999
900,117LKA,146920.767000001,409182.921
901,118DK,139058.454,413754.081999999
902,118HN,138848.554000001,412961.213
903,118KR,142280.337000001,413314.870000001
904,205KTL,158566.480999999,407310.552999999
905,101GWD,152918.765999999,418156.102000002
906,103KOZ,159136.175999999,418171.464000002
945,201JSL,180944.475000002,371632.929000001
946,275SBN,187996.629999999,379123.329999998
947,205KER,158477.943,407313.581
948,234PRO,169837.080200002,392645.5108
949,234BDB,170858.897999998,386697.418900002
950,234BDC,170847.557700001,386709.165800001
951,234SLB,171143.3565,387384.4428
952,234BDJ,170854.373500001,386900.867699999
953,234I,171542.056000002,382234.859000001
954,234GD,172697.702,383612.717
955,114RIE,191909.118000001,399590.061999999
956,114OSD,191944.954999998,399726.642000001
957,234SLC,171150.096500002,387390.013999999
958,234SLF,171826.774700001,387715.904199999
959,253HAA,182895.397999998,391647.601
960,117GMW,147921.618999999,410046.2117
961,205HST,158162.899,407535.756999999
962,234STL,172016.079,387804.677000001
963,114RTD,191866.145,399515.114
964,261HTE,188780.2916,383858.5306
965,275SEB,187671.370000001,379146.600000002
966,275PLD,187004.899999999,379473.02
967,275LEV,188338.417399999,379448.447000001
968,275PSB,187483.039999999,379116.289999999
969,275LLD,188326.57,379093.199999999
970,275VLD,188192.359999999,379105.829999998
971,261LGV,187707.044,381658.460000001
972,275STB,187836.928300001,379472.431499999
973,275SNO,187597.401799999,379486.9384
974,275POL,187039.890000001,379225.699999999
975,275PDD,187025.0788,379460.743000001
976,251HAN,173880.130100001,398328.2654
977,AKW138,189423.737799998,415318.440000001
978,107AMW,181655.029399999,406548.404599998
979,PC0891180327103818,183316.289900001,384256.092799999
980,AKW109,191825.771000002,413887.154599998
981,251HDS,173926.1305,398337.218600001
982,251LVE,176448.863600001,397959.5704
983,104BRE,172252.458999999,415366.355999999
984,107EDS,181876.046999998,402210.798
1045,AKW895b,142396.2324,416569.3895
1046,261HLF,179541.3004,388530.713399999
1047,261HLN,179463.3981,388524.754500002
1048,AKW895d,142394.781199999,416599.867800001
1049,261HLM,179472.332600001,388519.9089
1050,AKW895a,142398.432500001,416566.834600002
1051,AKW895c,142396.8847,416600.225000002
1052,261HLI,179511.552000001,388525.740600001
1053,261HLJ,179502.2216,388523.403000001
1054,261HLE,179550.729800001,388532.456500001
1055,261HLH,179521.380100001,388527.3664
1056,261HLK,179492.126800001,388521.5834
1057,261RLI,178220.329,388513.828000002
1058,261RLH,178222.989999998,388494.638999999
1059,261RLG,178231.533,388475.565000001
1060,261RIJ,178269.410999998,388434.326000001
1061,261RIP,178288.432,388432.688999999
1062,261SCH,178571.294,388502.193999998
1063,261SCW,178550.234000001,388493.859999999
1064,261HLD,179560.640999999,388534.607000001
1065,261HLG,179531.071600001,388529.037300002
1066,261N,188003.813000001,390911.191
1067,261BKA,187275.970600002,381899.274700001
1068,261CZ,188442.271000002,384526.732000001
1069,201KML,173573.923,388912.320999999
1070,201STL,174681.589000002,389635.094999999
1071,261WLS,175884.526999999,389682.620000001
1072,291BHP,180637.261,375873.162999999
1073,322HVN,173781.451000001,390861.359000001
1074,201LGS,166942.429000001,400850.184
1075,211BOK,172384.1448,406176.3103
1076,108HKS,187512.912,406642.125
1077,217L,170173.465999998,396795.272
1078,105AGS,175510.214499999,411400.288600002
985,201RWG,155163.23,409379.763099998
986,201D,166929.741,400893.267000001
987,261MZU,177474.826299999,389648.967300002
988,217HGL,168677.397,398505.877999999
989,116GVS,147267.3092,413878.0178
990,217EK,167764.835000001,398482.170000002
991,108KUI,184074.030000001,406774.658
992,114STP,190128.749000002,401301.351
993,114CTA,185462.077,400483.938999999
994,206EA,154972.921,408552.993000001
995,261JIA,187294.329599999,390848.853399999
996,251JC,178470.645,397957.754000001
997,217LNT,168255.4683,398573.8541
998,OZOR3HV1,189726.475200001,407505.711599998
999,107GRB,189025.432599999,413626.757100001
1000,104DA,170134.693999998,421932.169
1001,261MZL,177602.789700001,389517.148400001
1002,261MZP,177560.489100002,389599.648899999
1003,261RLP,178147.656,388772.419
1004,117RTV,146310.493900001,413469.984499998
1005,261HLL,179482.285500001,388519.964899998
1006,261RLO,178168.727000002,388767.008000001
1007,261RLN,178198.524,388743.824000001
1008,261RLM,178196.528000001,388711.995000001
1009,261RLK,178233.829999998,388558.728999998
1010,261RLJ,178231.655000001,388530.487
1011,280H,177119.875799999,375582.4474
1012,234LHF,170688.868099999,391534.023899999
1013,114DMK,191981.469999999,400029.359000001
1014,108KHS,185048.434999999,407861.791999999
1015,217JB,166439.653000001,395920.239999998
1016,253CA,174851.739999998,394003.333999999
1017,261BIJ,184969.021000002,383099.603
1018,261CIA,184677.763999999,386799.188000001
1019,275JIA,188531.068999998,377086.616999999
1020,108MAS,189572.267999999,406036.781
1021,AKW785HV2,151442.785,416880.225000002
1022,108DY,186732.640000001,408032.892000001
1023,114P16,186587.993000001,398403.701000001
1024,114DWS,190194.226,402361.625
1025,261PEE,185560.904100001,391781.467700001
1026,261BJ,182786.655000001,382861.932
1027,227BA,166345.887400001,405490.0086
1028,108EFS,185984.877999999,406997.039999999
1029,205MOL,157988.5649,407856.138999999
1030,203I,156296.502,406922.256999999
1031,114AWS,190803.666499998,397633.522300001
1032,253AAW,173086.219999999,395924.881999999
1033,227H,170879.004000001,403212.142999999
1034,114CID,187100.046,398420.024
1035,114BOS,193498.658,400035.008000001
1036,294EA,178955.973000001,371820.295000002
1037,201VDS,165841.265999999,402852.440000001
1038,203HKN,157397.168000001,405788.105999999
1039,227B,165464.863000002,405116.857000001
1040,239KEL,169831.217700001,400537.573800001
1041,206NLW,154782.7104,406630.125799999
1042,256BA,174411.327300001,391104.934500001
1043,107P02,181500.34,413081.594000001
1044,203J,156001.787,404853.186000001
1079,217GDW,163079.475299999,402497.588
1080,275WRW,187164.257800002,379524.239399999
1081,114DRS,188752.745999999,402058.988000002
1082,AKW79,193357.515000001,412530.416000001
1083,234AE,171059.484000001,397265.263
1084,224KDW,163113.962000001,405382.366
1085,AKW136,189603.616,415113.127
1086,107GTB,180523.831,404251.484000001
1087,202ORP,153038.6138,411376.431899998
1088,261CTD,186256.370000001,384642.445
1089,217EDA,169209.147999998,397689.941
1090,275JG,188222.953000002,377863.947000001
1091,114BKS,192958.820999999,399221.418000001
1092,211NA,173436.398899999,402212.1567
1093,108HRS,183059.174600001,404407.182
1094,108KES,185071.824000001,406182.653000001
1095,217EN,167667.43,397577.670000002
1096,118AFS,136625.5627,413025.888300002
1097,204UDF,171173.6972,412172.246100001
1098,204BKG,167046.668000001,412879.741999999
1099,204HOA,167807.557999998,413133.600000002
1100,204VIN,157401.98,413949.092
1101,261DNL,176047.618000001,389236.895
1102,261DRL,176023.798999999,389105.252
1103,234BOS,170881.386,395995.59
1104,211DRS,172021.348000001,408334.015999999
1105,234SBW,171955.552999999,384249.164000001
1106,234NHI,171581.272999998,385997.25
1107,234STA,171672.796999998,385890.581999999
1108,108BT,185268.072000001,405771.033
1167,250A,173779.800999999,398563.017000001
1168,251JA,177804.504999999,397839.065000001
1169,275A,177311.688000001,383486.094999999
1170,234CI,169831.357999999,394802.313000001
1171,117MRF,145235.703000002,414995.835000001
1172,248AB,174479.451000001,399685.550000001
1173,250AA,174114.889899999,398642.230099998
1174,103BID,162473.829,421505.603999998
1175,261FC,181822.634,389683.723000001
1176,275HD,188888.793000001,379431.544
1177,275I,186479.23,378335.806000002
1178,280F,175581.147,377478.149
1179,104KNA,172093.541000001,423169.749000002
1180,287J,187514.274,375275.993999999
1181,107PMA,181931.419,411352.078000002
1182,103SZB,164753.342999998,418127.43
1183,261JS,188147.155000001,387818.131999999
1184,104KNC,171578.144000001,422795.302999999
1185,108BS,185074.482999999,405632.208999999
1186,248AC,174802.331999999,399607.868000001
1187,261BEA,179398.818,386230.789999999
1188,108HOO,189689.467,407035.793000002
1189,211I,168848.396000002,407577.228
1190,211L,171519.607700001,403966.0449
1191,108WAN,186248.031,409086.504000001
1192,104FIV,171052.511999998,417313.945
1193,117MU,143933.092,413480.912999999
1194,117NH,144665.789000001,415173.647999998
1109,116KOO,146966.390000001,411806.458000001
1110,261HLT,188148.666000001,381752.215
1111,275KDN,191998.800000001,376672.708000001
1112,275SNB,187315.397,380278.715300001
1113,267VLS,176678.344999999,386701.66
1114,267RSL,176361.281599998,386745.451400001
1115,267OVL,176854.526000001,386687.673999999
1116,267RAN,176573.715,386707.822999999
1117,267RLA,176741.173,386697.949999999
1118,234BCH,169233.078000002,398292.962000001
1119,261HAK,179861.055,389675.090999998
1120,117LNW,146229.82,414916.517000001
1121,114BLP,185461.914999999,395596.839000002
1122,204HKA,168874.670000002,413215.521000002
1123,211KRB,171366.510000002,405797.322999999
1124,211MTN,171558.978999998,405875.761999998
1125,211LPS,171369.750999998,406648.151000001
1126,107PMD,182030.778999999,411654.833999999
1127,205DA,156508.842,410515.267000001
1128,211KAB,171674.7544,404859.719900001
1129,117LEP,146026.656,414423.649
1130,261GPV,177703.706,389039.177999999
1131,261BAK,179938.473999999,389830.374000002
1132,261MOL,179580.052999999,388528.168000001
1133,261JBA,185104.943,390870.609999999
1134,103LRB,158267.892000001,416558.989
1135,267RVS,176531.363000002,385655.309999999
1136,104WTL,169879.785,421141.140999999
1137,234EK,172435.267000001,389100.545000002
1138,108IJZ,185454.397,409839.964000002
1139,280BB,176192.478,379689.416999999
1140,108PAP,188705.546999998,407319.916000001
1141,217AC,160404.386999998,404232.504999999
1142,234CE,167153.460999999,391458.862
1143,245EA,175775.421999998,401035.034000002
1144,251CD,176719.75,396368.890999999
1145,251CL,178179.752,394440.653000001
1146,261BAE,179258.067000002,389463.940000001
1147,251CF,177812.182,394523.52
1148,108BZ,185906.736000001,405908.199999999
1149,205WAM,153822.594999999,411767.326299999
1150,280X,174764.215,378629.783
1151,211WSH,172158.508000001,408621.243999999
1152,211MEL,172354.366999999,408287.890000001
1153,211DRN,172216.123,408984.620000001
1154,211BHS,172215.443,408984.568999998
1155,211BRD,172011.522,408897.688000001
